sc	cs	s	cs	c	cs	c	c	sc	cs	c	c	cs	cs	cs	cs	cs	cs	cs
4300371	酋长套装	clothes	3	喵元2018年感恩节的限量套装	-1	resources/item_clothes/clo_037_1.png	resources/makeup_clothes/clo_037_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_037_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_037_1.png
4300372	酋长套装	hat	3	喵元2018年感恩节的限量套装	-1	resources/item_clothes/clo_037_2.png	resources/makeup_clothes/clo_037_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_037_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_037_2.png
43090037	酋长套装	suit	3	喵元2018年感恩节的限量套装	29900	resources/item_clothes/clo_037_9.png	resources/makeup_clothes/clo_037_9.png	0	4300371|4300372			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_037_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_037_9.png
4300381	绅士套装	clothes	3	喵元2018年感恩节的限量套装	-1	resources/item_clothes/clo_038_1.png	resources/makeup_clothes/clo_038_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_038_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_038_1.png
4300382	绅士套装	hat	3	喵元2018年感恩节的限量套装	-1	resources/item_clothes/clo_038_2.png	resources/makeup_clothes/clo_038_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_038_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_038_2.png
43090038	绅士套装	suit	3	喵元2018年感恩节的限量套装	29900	resources/item_clothes/clo_038_9.png	resources/makeup_clothes/clo_038_9.png	0	4300381|4300382			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_038_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_038_9.png
4300391	火鸡套装	clothes	3	喵元2018年感恩节的限量套装	-1	resources/item_clothes/clo_039_1.png	resources/makeup_clothes/clo_039_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_039_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_039_1.png
4300392	火鸡套装	hat	3	喵元2018年感恩节的限量套装	-1	resources/item_clothes/clo_039_2.png	resources/makeup_clothes/clo_039_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_039_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_039_2.png
43090039	火鸡套装	suit	3	喵元2018年感恩节的限量套装	29900	resources/item_clothes/clo_039_9.png	resources/makeup_clothes/clo_039_9.png	0	4300391|4300392			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_039_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_039_9.png
4300401	印第安套装	clothes	3	喵元2018年感恩节的限量套装	-1	resources/item_clothes/clo_040_1.png	resources/makeup_clothes/clo_040_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_040_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_040_1.png
4300402	印第安套装	hat	3	喵元2018年感恩节的限量套装	-1	resources/item_clothes/clo_040_2.png	resources/makeup_clothes/clo_040_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_040_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_040_2.png
43090040	印第安套装	suit	3	喵元2018年感恩节的限量套装	29900	resources/item_clothes/clo_040_9.png	resources/makeup_clothes/clo_040_9.png	0	4300401|4300402			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_040_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_040_9.png
4300411	圣诞套装	clothes	3	喵元2018年圣诞节的限量套装（30天）	-1	resources/item_clothes/clo_041_1.png	resources/makeup_clothes/clo_041_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_041_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_041_1.png
4300412	圣诞套装	hat	3	喵元2018年圣诞节的限量套装（30天）	-1	resources/item_clothes/clo_041_2.png	resources/makeup_clothes/clo_041_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_041_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_041_2.png
43090041	圣诞套装	suit	3	喵元2018年圣诞节的限量套装（30天）	43200	resources/item_clothes/clo_041_9.png	resources/makeup_clothes/clo_041_9.png	0	4300411|4300412			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_041_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_041_9.png
4300421	麋鹿套装	clothes	3	喵元2018年圣诞节的限量套装（30天）	-1	resources/item_clothes/clo_042_1.png	resources/makeup_clothes/clo_042_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_042_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_042_1.png
4300422	麋鹿套装	hat	3	喵元2018年圣诞节的限量套装（30天）	-1	resources/item_clothes/clo_042_2.png	resources/makeup_clothes/clo_042_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_042_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_042_2.png
43090042	麋鹿套装	suit	3	喵元2018年圣诞节的限量套装（30天）	43200	resources/item_clothes/clo_042_9.png	resources/makeup_clothes/clo_042_9.png	0	4300421|4300422			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_042_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_042_9.png
4300431	冒险套装	clothes	3	喵元2018年圣诞节的限量套装（30天）	-1	resources/item_clothes/clo_043_1.png	resources/makeup_clothes/clo_043_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_043_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_043_1.png
4300432	冒险套装	hat	3	喵元2018年圣诞节的限量套装（30天）	-1	resources/item_clothes/clo_043_2.png	resources/makeup_clothes/clo_043_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_043_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_043_2.png
43090043	冒险套装	suit	3	喵元2018年圣诞节的限量套装（30天）	43200	resources/item_clothes/clo_043_9.png	resources/makeup_clothes/clo_043_9.png	0	4300431|4300432			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_043_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_043_9.png
4300441	圣诞毛衣套装	clothes	3	喵元2018年圣诞节的限量套装（30天）	-1	resources/item_clothes/clo_044_1.png	resources/makeup_clothes/clo_044_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_044_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_044_1.png
4300442	圣诞毛衣套装	hat	3	喵元2018年圣诞节的限量套装（30天）	-1	resources/item_clothes/clo_044_2.png	resources/makeup_clothes/clo_044_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_044_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_044_2.png
43090044	圣诞毛衣套装	suit	3	喵元2018年圣诞节的限量套装（30天）	43200	resources/item_clothes/clo_044_9.png	resources/makeup_clothes/clo_044_9.png	0	4300441|4300442			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_044_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_044_9.png
43090045	大黄蜂套装	suit	3	噜噜喵X大黄蜂联动套装（90天）	129600	resources/item_clothes/clo_045_9.png		0		https://qiniustatic.wodidashi.com/pet/normal/catfeng.png	https://qiniustatic.wodidashi.com/pet/meet2/catfeng.png	1Ω150|2Ω180|3Ω0.08|4Ω0.08	129600	2	999999		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_045_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_044_9.png
4300461	富贵套装	clothes	3	喵元己亥年春节限量套装（30天）	-1	resources/item_clothes/clo_046_1.png	resources/makeup_clothes/clo_046_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_046_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_046_1.png
4300462	富贵套装	hat	3	喵元己亥年春节限量套装（30天）	-1	resources/item_clothes/clo_046_2.png	resources/makeup_clothes/clo_046_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_046_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_046_2.png
43090046	富贵套装	suit	3	喵元己亥年春节限量套装（30天）	43200	resources/item_clothes/clo_046_9.png	resources/makeup_clothes/clo_046_9.png	0	4300461|4300462			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_046_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_046_9.png
4300471	吉祥套装	clothes	3	喵元己亥年春节限量套装（30天）	-1	resources/item_clothes/clo_047_1.png	resources/makeup_clothes/clo_047_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_047_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_047_1.png
4300472	吉祥套装	hat	3	喵元己亥年春节限量套装（30天）	-1	resources/item_clothes/clo_047_2.png	resources/makeup_clothes/clo_047_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_047_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_047_2.png
43090047	吉祥套装	suit	3	喵元己亥年春节限量套装（30天）	43200	resources/item_clothes/clo_047_9.png	resources/makeup_clothes/clo_047_9.png	0	4300471|4300472			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_047_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_047_9.png
4300481	发财套装	clothes	3	喵元己亥年春节限量套装（30天）	-1	resources/item_clothes/clo_048_1.png	resources/makeup_clothes/clo_048_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_048_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_048_1.png
4300482	发财套装	hat	3	喵元己亥年春节限量套装（30天）	-1	resources/item_clothes/clo_048_2.png	resources/makeup_clothes/clo_048_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_048_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_048_2.png
43090048	发财套装	suit	3	喵元己亥年春节限量套装（30天）	43200	resources/item_clothes/clo_048_9.png	resources/makeup_clothes/clo_048_9.png	0	4300481|4300482			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_048_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_048_9.png
4300491	升官套装	clothes	3	喵元己亥年春节限量套装（30天）	-1	resources/item_clothes/clo_049_1.png	resources/makeup_clothes/clo_049_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_049_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_049_1.png
4300492	升官套装	hat	3	喵元己亥年春节限量套装（30天）	-1	resources/item_clothes/clo_049_2.png	resources/makeup_clothes/clo_049_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_049_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_049_2.png
43090049	升官套装	suit	3	喵元己亥年春节限量套装（30天）	43200	resources/item_clothes/clo_049_9.png	resources/makeup_clothes/clo_049_9.png	0	4300491|4300492			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_049_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_049_9.png
4300501	西装	clothes	3	喵元2019年情人节西装（15天）	-1	resources/item_clothes/clo_050_1.png	resources/makeup_clothes/clo_050_1.png	1				1Ω240	21600	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_050_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_050_1.png
4300504	西装	necklace	3	喵元2019年情人节西装（15天）	-1	resources/item_clothes/clo_050_4.png	resources/makeup_clothes/clo_050_4.png	4				2Ω285	21600	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_050_4.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_050_4.png
43090050	西装	suit	3	喵元2019年情人节西装（15天）	43200	resources/item_clothes/clo_050_9.png	resources/makeup_clothes/clo_050_9.png	0	4300501|4300504			1Ω150|2Ω180|3Ω0.08|4Ω0.08	21600	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_050_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_050_9.png
4300511	婚纱	clothes	3	喵元2019年情人节婚纱（15天）	-1	resources/item_clothes/clo_051_1.png	resources/makeup_clothes/clo_051_1.png	1				1Ω240	21600	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_051_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_051_1.png
4300512	婚纱	hat	3	喵元2019年情人节婚纱（15天）	-1	resources/item_clothes/clo_051_2.png	resources/makeup_clothes/clo_051_2.png	2				2Ω285	21600	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_051_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_051_2.png
43090051	婚纱	suit	3	喵元2019年情人节婚纱（15天）	43200	resources/item_clothes/clo_051_9.png	resources/makeup_clothes/clo_051_9.png	0	4300511|4300512			1Ω150|2Ω180|3Ω0.08|4Ω0.08	21600	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_051_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_051_9.png
4900522	黑色嘻哈帽	hat	3	有效期：永久	43200	resources/item_clothes/clo_052_2.png	resources/makeup_clothes/clo_052_2.png	2				2Ω285	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_052_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_052_2.png
4900532	星空嘻哈帽	hat	3	有效期：永久	43200	resources/item_clothes/clo_053_2.png	resources/makeup_clothes/clo_053_2.png	2				2Ω285	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_053_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_053_2.png
4900541	新郎上衣	clothes	3	有效期：永久	-1	resources/item_clothes/clo_054_1.png	resources/makeup_clothes/clo_054_1.png	1					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_054_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_054_1.png
4900542	新郎花礼帽	hat	3	有效期：永久	-1	resources/item_clothes/clo_054_2.png	resources/makeup_clothes/clo_054_2.png	2					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_054_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_054_2.png
49990054	血色新郎	suit	3	有效期：永久	129600	resources/item_clothes/clo_054_9.png	resources/makeup_clothes/clo_054_9.png	0	4900541|4900542			1Ω150|2Ω180|3Ω0.08|4Ω0.08	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_054_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_054_9.png
4900551	新娘上衣	clothes	3	有效期：永久	-1	resources/item_clothes/clo_055_1.png	resources/makeup_clothes/clo_055_1.png	1					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_055_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_055_1.png
4900552	新娘花冠	hat	3	有效期：永久	-1	resources/item_clothes/clo_055_2.png	resources/makeup_clothes/clo_055_2.png	2					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_055_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_055_2.png
49990055	血色新娘	suit	3	有效期：永久	129600	resources/item_clothes/clo_055_9.png	resources/makeup_clothes/clo_055_9.png	0	4900551|4900552			1Ω150|2Ω180|3Ω0.08|4Ω0.08	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_055_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_055_9.png
4900561	休闲格子衫	clothes	3	有效期：永久	-1	resources/item_clothes/clo_056_1.png	resources/makeup_clothes/clo_056_1.png	1					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_056_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_056_1.png
4900562	休闲礼帽	hat	3	有效期：永久	-1	resources/item_clothes/clo_056_2.png	resources/makeup_clothes/clo_056_2.png	2					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_056_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_056_2.png
49990056	旅行的意义	suit	3	有效期：永久	129600	resources/item_clothes/clo_056_9.png	resources/makeup_clothes/clo_056_9.png	0	4900561|4900562			1Ω150|2Ω180|3Ω0.08|4Ω0.08	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_056_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_056_9.png
4900571	麻辣教师上衣	clothes	3	有效期：永久	-1	resources/item_clothes/clo_057_1.png	resources/makeup_clothes/clo_057_1.png	1					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_057_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_057_1.png
4900572	麻辣教师帽子	hat	3	有效期：永久	-1	resources/item_clothes/clo_057_2.png	resources/makeup_clothes/clo_057_2.png	2					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_057_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_057_2.png
4900573	麻辣教师眼镜	glasses	3	有效期：永久	-1	resources/item_clothes/clo_057_3.png	resources/makeup_clothes/clo_057_3.png	3					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_057_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_057_3.png
49990057	麻辣教师	suit	3	有效期：永久	129600	resources/item_clothes/clo_057_9.png	resources/makeup_clothes/clo_057_9.png	0	4900571|4900572|4900573			1Ω150|2Ω180|3Ω0.08|4Ω0.08	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_057_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_057_9.png
4900581	科学家眼镜	clothes	3	有效期：永久	-1	resources/item_clothes/clo_058_1.png	resources/makeup_clothes/clo_058_1.png	1					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_058_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_058_1.png
4900583	科学家上衣	glasses	3	有效期：永久	-1	resources/item_clothes/clo_058_3.png	resources/makeup_clothes/clo_058_3.png	3					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_058_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_058_3.png
49990058	科学怪猫	suit	3	有效期：永久	129600	resources/item_clothes/clo_058_9.png	resources/makeup_clothes/clo_058_9.png	0	4900581|4900583			1Ω150|2Ω180|3Ω0.08|4Ω0.08	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_058_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_058_9.png
4900591	紫色恶魔上衣	clothes	3	有效期：永久	-1	resources/item_clothes/clo_059_1.png	resources/makeup_clothes/clo_059_1.png	1					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_059_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_059_1.png
4900592	紫色恶魔头饰	hat	3	有效期：永久	-1	resources/item_clothes/clo_059_2.png	resources/makeup_clothes/clo_059_2.png	2					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_059_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_059_2.png
4900595	紫色恶魔翅膀	cloak	3	有效期：永久	-1	resources/item_clothes/clo_059_5.png	resources/makeup_clothes/clo_059_5.png	5					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_059_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_059_5.png
49990059	紫色恶魔	suit	3	有效期：永久	129600	resources/item_clothes/clo_059_9.png	resources/makeup_clothes/clo_059_9.png	0	4900591|4900592|4900595			1Ω150|2Ω180|3Ω0.08|4Ω0.08	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_059_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_059_9.png
4900601	恶魔上衣	clothes	3	有效期：永久	-1	resources/item_clothes/clo_060_1.png	resources/makeup_clothes/clo_060_1.png	1					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_060_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_060_1.png
4900603	恶魔眼镜	glasses	3	有效期：永久	-1	resources/item_clothes/clo_060_3.png	resources/makeup_clothes/clo_060_3.png	3					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_060_3.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_060_3.png
4900605	恶魔翅膀	cloak	3	有效期：永久	-1	resources/item_clothes/clo_060_5.png	resources/makeup_clothes/clo_060_5.png	5					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_060_5.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_060_5.png
49990060	恶魔猎手	suit	3	有效期：永久	129600	resources/item_clothes/clo_060_9.png	resources/makeup_clothes/clo_060_9.png	0	4900601|4900603|4900605			1Ω150|2Ω180|3Ω0.08|4Ω0.08	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_060_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_060_9.png
4900611	英伦上衣	clothes	3	有效期：永久	-1	resources/item_clothes/clo_061_1.png	resources/makeup_clothes/clo_061_1.png	1					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_061_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_061_1.png
4900612	英伦礼帽	hat	3	有效期：永久	-1	resources/item_clothes/clo_061_2.png	resources/makeup_clothes/clo_061_2.png	2					-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_061_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_061_2.png
49990061	午后英伦	suit	3	有效期：永久	129600	resources/item_clothes/clo_061_9.png	resources/makeup_clothes/clo_061_9.png	0	4900611|4900612			1Ω150|2Ω180|3Ω0.08|4Ω0.08	-1	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_061_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_061_9.png
4900621	牛郎仙令上衣	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_062_1.png	resources/makeup_clothes/clo_062_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_062_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_062_1.png
4900622	牛郎仙令帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_062_2.png	resources/makeup_clothes/clo_062_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_062_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_062_2.png
49990062	牛郎仙令套装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_062_9.png	resources/makeup_clothes/clo_062_9.png	0	4900621|4900622			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_062_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_062_9.png
4900631	织女仙令上衣	clothes	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_063_1.png	resources/makeup_clothes/clo_063_1.png	1				1Ω240	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_063_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_063_1.png
4900632	织女仙令帽子	hat	3	有效期：30天，装备后开始计时	-1	resources/item_clothes/clo_063_2.png	resources/makeup_clothes/clo_063_2.png	2				2Ω285	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_063_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_063_2.png
49990063	织女仙令套装	suit	3	有效期：30天，装备后开始计时	29900	resources/item_clothes/clo_063_9.png	resources/makeup_clothes/clo_063_9.png	0	4900631|4900632			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	3	60000		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_063_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_063_9.png
4900641	雪上衣	clothes	3	噜噜喵X怒鸟联动套装（30天）	-1	resources/item_clothes/clo_064_2.png	resources/makeup_clothes/clo_064_2.png	1					-1	2	999999		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_064_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_064_2.png
4900642	雪帽子	hat	3	噜噜喵X怒鸟联动套装（30天）	-1	resources/item_clothes/clo_064_1.png	resources/makeup_clothes/clo_064_1.png	2					-1	2	999999		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_064_1.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_064_1.png
49990064	雪套装	suit	3	噜噜喵X怒鸟联动套装（30天）	29900	resources/item_clothes/clo_064_9.png	resources/makeup_clothes/clo_064_9.png	0	4900641|4900642			1Ω150|2Ω180|3Ω0.08|4Ω0.08	43200	2	999999		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_064_9.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_064_9.png
4900651	胖红鸟上衣	clothes	3	噜噜喵X怒鸟联动套装（30天）	-1	resources/item_clothes/clo_065_2.png	resources/makeup_clothes/clo_065_2.png	1					-1	2	999999		https://qiniustatic.wodidashi.com/pet/itemclothes/clo_065_2.png	https://qiniustatic.wodidashi.com/pet/makeup_clothes/clo_065_2.png
